datetime,001001,001002,001003,001004,001005,001006
2014-05-01 01:00:00,138.0,89.0,105.0,98.0,109.0,87.0
2014-05-01 02:00:00,124.0,85.0,121.0,107.0,101.0,99.0
2014-05-01 03:00:00,127.0,88.0,130.0,115.0,102.0,109.0
2014-05-01 04:00:00,129.0,100.0,137.0,123.0,108.0,118.0
2014-05-01 05:00:00,,109.0,144.0,129.0,115.0,124.0
2014-05-01 06:00:00,,120.0,142.0,138.0,123.0,134.0
2014-05-01 07:00:00,,127.0,112.0,146.0,142.0,142.0
2014-05-01 08:00:00,120.0,114.0,108.0,144.0,146.0,140.0
2014-05-01 09:00:00,123.0,121.0,141.0,151.0,130.0,130.0
2014-05-01 10:00:00,147.0,133.0,148.0,168.0,158.0,139.0
2014-05-01 11:00:00,188.0,,167.0,175.0,152.0,165.0
2014-05-01 12:00:00,212.0,,178.0,187.0,163.0,166.0
2014-05-01 13:00:00,229.0,111.0,179.0,186.0,181.0,163.0
2014-05-01 14:00:00,240.0,172.0,184.0,171.0,173.0,164.0
2014-05-01 15:00:00,240.0,173.0,188.0,185.0,189.0,166.0
2014-05-01 16:00:00,241.0,177.0,,187.0,184.0,167.0
2014-05-01 17:00:00,240.0,176.0,185.0,181.0,184.0,173.0
2014-05-01 18:00:00,242.0,171.0,146.0,167.0,167.0,158.0
2014-05-01 19:00:00,174.0,126.0,91.0,150.0,159.0,59.0
2014-05-01 20:00:00,130.0,53.0,77.0,103.0,148.0,52.0
2014-05-01 21:00:00,132.0,58.0,68.0,63.0,95.0,57.0
2014-05-01 22:00:00,119.0,51.0,50.0,63.0,92.0,46.0
2014-05-01 23:00:00,48.0,33.0,36.0,47.0,58.0,32.0
2014-05-02 00:00:00,37.0,31.0,34.0,46.0,48.0,41.0
2014-05-02 01:00:00,49.0,28.0,33.0,33.0,40.0,30.0
2014-05-02 02:00:00,42.0,28.0,26.0,28.0,31.0,23.0
2014-05-02 03:00:00,34.0,23.0,28.0,24.0,29.0,20.0
2014-05-02 04:00:00,26.0,22.0,18.0,21.0,26.0,17.0
2014-05-02 05:00:00,20.0,17.0,17.0,19.0,25.0,14.0
2014-05-02 06:00:00,21.0,20.0,16.0,20.0,22.0,20.0
2014-05-02 07:00:00,23.0,21.0,13.0,14.0,20.0,16.0
2014-05-02 08:00:00,13.0,9.0,12.0,16.0,13.0,15.0
2014-05-02 09:00:00,19.0,6.0,11.0,14.0,12.0,10.0
2014-05-02 10:00:00,18.0,13.0,,14.0,34.0,41.0
2014-05-02 11:00:00,36.0,20.0,36.0,23.0,32.0,24.0
2014-05-02 12:00:00,25.0,24.0,35.0,22.0,26.0,22.0
2014-05-02 13:00:00,20.0,17.0,34.0,21.0,20.0,22.0
2014-05-02 14:00:00,19.0,20.0,32.0,16.0,14.0,26.0
2014-05-02 15:00:00,19.0,16.0,27.0,18.0,8.0,3.0
2014-05-02 16:00:00,5.0,9.0,27.0,15.0,18.0,3.0
2014-05-02 17:00:00,29.0,6.0,,15.0,24.0,19.0
2014-05-02 18:00:00,22.0,3.0,36.0,7.0,8.0,13.0
2014-05-02 19:00:00,13.0,7.0,,17.0,18.0,3.0
2014-05-02 20:00:00,,,16.0,,,
2014-05-02 21:00:00,15.0,79.0,13.0,8.0,42.0,8.0
2014-05-02 22:00:00,,,12.0,,,
2014-05-02 23:00:00,33.0,15.0,20.0,15.0,17.0,13.0
2014-05-03 00:00:00,41.0,20.0,35.0,19.0,24.0,32.0
2014-05-03 01:00:00,,,32.0,,,
2014-05-03 02:00:00,56.0,7.0,32.0,29.0,28.0,25.0
2014-05-03 03:00:00,49.0,14.0,45.0,29.0,39.0,28.0
2014-05-03 04:00:00,,,51.0,,,
2014-05-03 05:00:00,,,49.0,,,
2014-05-03 06:00:00,62.0,8.0,44.0,22.0,37.0,33.0
2014-05-03 07:00:00,54.0,10.0,32.0,25.0,41.0,29.0
2014-05-03 08:00:00,,,,,,
2014-05-03 09:00:00,38.0,16.0,46.0,28.0,53.0,41.0
2014-05-03 10:00:00,44.0,17.0,55.0,36.0,65.0,40.0
2014-05-03 11:00:00,55.0,,67.0,49.0,96.0,35.0
2014-05-03 12:00:00,70.0,38.0,72.0,57.0,60.0,51.0
2014-05-03 13:00:00,74.0,45.0,71.0,54.0,75.0,58.0
2014-05-03 14:00:00,,,,,,
2014-05-03 15:00:00,,,,,,
2014-05-03 16:00:00,,,,,,
2014-05-03 17:00:00,55.0,16.0,40.0,31.0,36.0,9.0
2014-05-03 18:00:00,65.0,21.0,59.0,28.0,34.0,32.0
2014-05-03 19:00:00,100.0,116.0,,27.0,37.0,41.0
2014-05-03 20:00:00,195.0,33.0,,50.0,111.0,49.0
2014-05-03 21:00:00,136.0,34.0,47.0,71.0,105.0,34.0
2014-05-03 22:00:00,87.0,24.0,28.0,44.0,79.0,18.0
2014-05-03 23:00:00,64.0,56.0,42.0,26.0,34.0,32.0
2014-05-04 00:00:00,77.0,40.0,32.0,28.0,27.0,23.0
2014-05-04 01:00:00,61.0,35.0,30.0,31.0,33.0,21.0
2014-05-04 02:00:00,53.0,28.0,38.0,26.0,30.0,37.0
2014-05-04 03:00:00,,,,,,
2014-05-04 04:00:00,33.0,38.0,33.0,32.0,25.0,28.0
2014-05-04 05:00:00,34.0,36.0,34.0,23.0,32.0,30.0
2014-05-04 06:00:00,,,,,,
2014-05-04 07:00:00,,,,,,
2014-05-04 08:00:00,40.0,46.0,38.0,37.0,29.0,36.0
2014-05-04 09:00:00,,,,,,
2014-05-04 10:00:00,33.0,40.0,36.0,30.0,40.0,35.0
2014-05-04 11:00:00,,,28.0,,,29.0
2014-05-04 12:00:00,,,24.0,,,27.0
2014-05-04 13:00:00,,,,,,
2014-05-04 14:00:00,13.0,46.0,34.0,24.0,,21.0
2014-05-04 15:00:00,17.0,31.0,35.0,12.0,22.0,18.0
2014-05-04 16:00:00,17.0,35.0,24.0,14.0,32.0,25.0
2014-05-04 17:00:00,25.0,40.0,24.0,12.0,17.0,
2014-05-04 18:00:00,17.0,43.0,20.0,10.0,19.0,
2014-05-04 19:00:00,,,,,,27.0
2014-05-04 20:00:00,14.0,38.0,,14.0,16.0,14.0
2014-05-04 21:00:00,16.0,35.0,,11.0,20.0,21.0
2014-05-04 22:00:00,17.0,31.0,,11.0,18.0,11.0
2014-05-04 23:00:00,29.0,21.0,41.0,11.0,28.0,21.0
2014-05-05 00:00:00,44.0,24.0,42.0,10.0,48.0,37.0
2014-05-05 01:00:00,37.0,20.0,50.0,28.0,60.0,48.0
2014-05-05 02:00:00,32.0,11.0,43.0,28.0,60.0,37.0
2014-05-05 03:00:00,34.0,14.0,40.0,29.0,57.0,48.0
2014-05-05 04:00:00,,,28.0,,,20.0
2014-05-05 05:00:00,,,,,,
2014-05-05 06:00:00,25.0,18.0,26.0,23.0,51.0,22.0
2014-05-05 07:00:00,25.0,16.0,20.0,17.0,33.0,12.0
2014-05-05 08:00:00,,,24.0,,,25.0
2014-05-05 09:00:00,,,24.0,,,25.0
2014-05-05 10:00:00,25.0,22.0,14.0,17.0,39.0,6.0
2014-05-05 11:00:00,,,,,,
2014-05-05 12:00:00,12.0,31.0,,17.0,27.0,8.0
2014-05-05 13:00:00,12.0,46.0,,17.0,25.0,15.0
2014-05-05 14:00:00,12.0,38.0,21.0,11.0,26.0,22.0
2014-05-05 15:00:00,7.0,36.0,,6.0,21.0,22.0
2014-05-05 16:00:00,6.0,32.0,,18.0,29.0,13.0
2014-05-05 17:00:00,6.0,38.0,34.0,13.0,23.0,12.0
2014-05-05 18:00:00,12.0,39.0,42.0,19.0,32.0,18.0
2014-05-05 19:00:00,12.0,49.0,36.0,22.0,165.0,14.0
2014-05-05 20:00:00,39.0,129.0,35.0,21.0,32.0,22.0
